epoch,accuracy,loss,val_accuracy,val_loss
0,0.6892697215080261,0.7303219437599182,0.8147932291030884,0.3497796952724457
1,0.7659048438072205,0.4487760365009308,0.845389723777771,0.27848049998283386
2,0.7885538935661316,0.39615434408187866,0.8630724549293518,0.25290149450302124
3,0.801837146282196,0.36773329973220825,0.8775579929351807,0.23331624269485474
4,0.8106719255447388,0.3486695885658264,0.8695136904716492,0.23317186534404755
5,0.816223680973053,0.33493226766586304,0.8829730153083801,0.21749098598957062
6,0.8204731941223145,0.3247128129005432,0.8834224343299866,0.21279338002204895
7,0.824080765247345,0.31547439098358154,0.8855553269386292,0.20639780163764954
8,0.8264213800430298,0.3080519735813141,0.8840305805206299,0.20291335880756378
9,0.8281919956207275,0.3016074299812317,0.8759661316871643,0.20006118714809418
10,0.8306459784507751,0.29513999819755554,0.890436053276062,0.19311581552028656
11,0.8323718905448914,0.2909357249736786,0.8879207968711853,0.18975654244422913
12,0.8338961005210876,0.28728196024894714,0.895332396030426,0.1874324083328247
13,0.8353412747383118,0.2843337953090668,0.8934252858161926,0.18720652163028717
14,0.836051881313324,0.282431960105896,0.8966067433357239,0.18512533605098724
15,0.8370752334594727,0.2807351052761078,0.8958309292793274,0.18399924039840698
16,0.8375718593597412,0.27936363220214844,0.896094799041748,0.18385568261146545
17,0.8380172252655029,0.2784271240234375,0.8967677354812622,0.18311625719070435
18,0.8383045792579651,0.27812036871910095,0.8971455693244934,0.18261511623859406
19,0.8379970192909241,0.2784194350242615,0.878108024597168,0.19473466277122498
20,0.8306154012680054,0.2898887097835541,0.8994014859199524,0.1848592460155487
21,0.8339694738388062,0.28276968002319336,0.8446004986763,0.1978374421596527
22,0.8367390036582947,0.2776717245578766,0.8953927755355835,0.18243804574012756
23,0.8377420902252197,0.27456748485565186,0.895028293132782,0.18007159233093262
24,0.8384386301040649,0.27107229828834534,0.9057533144950867,0.1780337691307068
25,0.8399251699447632,0.2681456208229065,0.874973475933075,0.18249332904815674
26,0.8417178988456726,0.26445019245147705,0.8991845846176147,0.17408905923366547
27,0.842971682548523,0.26244813203811646,0.8986860513687134,0.17542614042758942
28,0.8442776799201965,0.2583794593811035,0.9004500508308411,0.17289122939109802
29,0.8465073108673096,0.25491562485694885,0.8933805823326111,0.17169389128684998
30,0.8475607633590698,0.2531200647354126,0.894923210144043,0.16955526173114777
31,0.84915691614151,0.2500554323196411,0.9090242385864258,0.16463081538677216
32,0.8507206439971924,0.24797870218753815,0.9083803296089172,0.16466253995895386
33,0.8517585396766663,0.24593830108642578,0.8995289206504822,0.1656012386083603
34,0.8530946373939514,0.24363908171653748,0.9143185615539551,0.1602279543876648
35,0.8545332551002502,0.2414119392633438,0.9129502773284912,0.16153734922409058
36,0.8555377721786499,0.2393050491809845,0.9059500694274902,0.1628333032131195
37,0.8561223149299622,0.23802798986434937,0.9116445779800415,0.15907485783100128
38,0.8572956919670105,0.23635031282901764,0.9075396656990051,0.1589956283569336
39,0.8578341603279114,0.23503296077251434,0.912257194519043,0.1585473269224167
40,0.8586764335632324,0.233172208070755,0.9089325666427612,0.15705321729183197
41,0.8593917489051819,0.23209883272647858,0.906466543674469,0.15770752727985382
42,0.8601983189582825,0.23055511713027954,0.9123868346214294,0.1568555235862732
43,0.8603821992874146,0.22944225370883942,0.9012907147407532,0.15846183896064758
44,0.8611501455307007,0.22828027606010437,0.9093797206878662,0.15475192666053772
45,0.8615677952766418,0.2275836169719696,0.9083579778671265,0.15458416938781738
46,0.862011730670929,0.22673170268535614,0.9135293364524841,0.1520923227071762
47,0.8622661828994751,0.2256758213043213,0.9087581634521484,0.15357206761837006
48,0.8630900979042053,0.22450001537799835,0.9105356335639954,0.1522546261548996
49,0.8632429242134094,0.22392402589321136,0.9129480123519897,0.15183216333389282
50,0.8636314272880554,0.2231244593858719,0.9093327522277832,0.15253320336341858
51,0.8638397455215454,0.22291609644889832,0.9139339923858643,0.15048439800739288
52,0.8641980886459351,0.22230836749076843,0.909764289855957,0.1519290655851364
53,0.8643984198570251,0.22200651466846466,0.9119173288345337,0.1509106606245041
54,0.8646364212036133,0.22150400280952454,0.913840115070343,0.1505260020494461
55,0.8649768829345703,0.22120408713817596,0.9124829769134521,0.15055066347122192
56,0.865114688873291,0.2207746058702469,0.9137171506881714,0.15016737580299377
57,0.8649848699569702,0.2207690179347992,0.9126260876655579,0.15064416825771332
58,0.8651485443115234,0.2204645276069641,0.9126908779144287,0.15058358013629913
59,0.8616971373558044,0.2246023714542389,0.8912274837493896,0.16705387830734253
60,0.8537610173225403,0.23721463978290558,0.8957929611206055,0.16854430735111237
61,0.8578943610191345,0.23315098881721497,0.9138736128807068,0.15831759572029114
62,0.8591471910476685,0.23043665289878845,0.9096390604972839,0.15978027880191803
63,0.8590799570083618,0.229887455701828,0.9112801551818848,0.15629731118679047
64,0.8596038818359375,0.2283010631799698,0.9106451869010925,0.15616735816001892
65,0.8599904179573059,0.22863011062145233,0.9083199501037598,0.1556924730539322
66,0.861171305179596,0.22649334371089935,0.914508581161499,0.15285968780517578
67,0.861786961555481,0.22577863931655884,0.9061065316200256,0.15599022805690765
68,0.8610960841178894,0.22534525394439697,0.9010939598083496,0.15588578581809998
69,0.8633403182029724,0.2229010909795761,0.9171959757804871,0.1486116498708725
70,0.8575425744056702,0.2269439697265625,0.9173882603645325,0.15000556409358978
71,0.8619251847267151,0.22285814583301544,0.9072736501693726,0.1543518602848053
72,0.8601169586181641,0.2242121398448944,0.8990415334701538,0.15827761590480804
73,0.8620803952217102,0.22196343541145325,0.9051429629325867,0.15499894320964813
74,0.8585988879203796,0.22456185519695282,0.9098425507545471,0.1525213122367859
75,0.8652595281600952,0.2178478091955185,0.9076738357543945,0.1515902280807495
76,0.8602105379104614,0.22212757170200348,0.9103724360466003,0.1501738578081131
77,0.861987292766571,0.22019104659557343,0.9105244278907776,0.15327806770801544
78,0.8638660907745361,0.21760666370391846,0.9104282855987549,0.14724725484848022
79,0.8642089366912842,0.2166719287633896,0.90819251537323,0.15191707015037537
80,0.865098237991333,0.21547673642635345,0.9152418971061707,0.1459619700908661
81,0.8637753129005432,0.21602462232112885,0.9126707911491394,0.1458956003189087
82,0.8651593923568726,0.214548259973526,0.9107502698898315,0.14667363464832306
83,0.8661817908287048,0.2132558524608612,0.8950037360191345,0.1543646901845932
84,0.8670988082885742,0.21232566237449646,0.9159797430038452,0.1450786292552948
85,0.8648945689201355,0.2131582647562027,0.9121677279472351,0.1453244537115097
86,0.8667343854904175,0.21169279515743256,0.9122459888458252,0.14366866648197174
87,0.8671905398368835,0.21120505034923553,0.9174284934997559,0.14491887390613556
88,0.867794394493103,0.21056745946407318,0.9103612303733826,0.14626707136631012
89,0.8691422343254089,0.20817042887210846,0.9164291024208069,0.1425299346446991
90,0.8693609237670898,0.20794808864593506,0.915224015712738,0.1421183943748474
91,0.8699981570243835,0.2068800926208496,0.9127065539360046,0.14477702975273132
92,0.869700014591217,0.20643256604671478,0.9158455729484558,0.14160646498203278
93,0.8704895973205566,0.20631074905395508,0.9149199724197388,0.1415959894657135
94,0.8714325428009033,0.20408779382705688,0.9174240231513977,0.1405051350593567
95,0.8712105751037598,0.20416367053985596,0.9165096282958984,0.13909757137298584
96,0.8725499510765076,0.20294812321662903,0.9213522672653198,0.13832247257232666
97,0.8722395300865173,0.2027999758720398,0.9168248772621155,0.1387890726327896
98,0.8726162314414978,0.20139849185943604,0.918716311454773,0.13795523345470428
99,0.8739871382713318,0.2000477910041809,0.91777503490448,0.13850590586662292
